id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm11266,The Million Dollar Duck,MOVIE,"Professor Dooley takes home a duck from his research laboratory as a toy for his son, but soon finds out that it lays golden eggs.",1971,G,89,"['comedy', 'family', 'scifi']",['US'],,tt0066728,5.7,2344.0,6.101,5.5
tm109409,The Bears and I,MOVIE,"When a man adopts three black bear cubs, he faces one of the hardest decisions of his life. Set in the wilderness of British Columbia, Canada, Robert Leslie struggles to keep his bears safe and maintain relations with native Americans and park rangers.",1974,G,89,"['drama', 'family']",['CA'],,tt0071199,6.2,451.0,1.888,5.7
tm181425,Emil and the Detectives,MOVIE,"When Emil travels by bus to Berlin to visit his grandmother and his cousin, his money is stolen by a crook who specializes in digging tunnels. Emil must get the money back as it is for his grandmother. While following the thief, Emil runs into Gustav, an enterprising young boy who gathers up all his friends to help Emil find the money. Emil's cousin also gets involved and they get into more trouble than they bargained for when Emil's pickpocket turns out to be mixed up with a couple of notorious bank robbers.",1964,PG,99,"['comedy', 'drama', 'family', 'crime']",['US'],,tt0058056,6.2,708.0,2.13,6.1
tm104617,The Living Desert,MOVIE,"The Living Desert was the first feature-length film in Disney’s True-Life Adventures series of documentaries focusing on zoological studies; the previous films in the series, including the Academy Award-winning Seal Island, were short subjects.  The documentary was filmed at the Westward Look Wyndham Grand Resort and Spa in Tucson, Arizona. Most of the wildlife shown in the film was donated to what would soon become the Arizona-Sonora Desert Museum.  The film was inspired by 10 minutes of footage shot by N. Paul Kenworthy Jr., a doctoral student at the University of California at Los Angeles. Kenworthy’s footage of a battle between a tarantula and a wasp intrigued Disney, who funded a feature-length production following the lives of diverse desert species. Disney was highly supportive of Kenworthy’s work and its impact on nonfiction filmmaking, stating, “This is where we can tell a real, sustained story for the first time in these nature pictures.”",1953,G,69,"['documentation', 'family']",['US'],,tt0046008,7.4,1510.0,4.981,7.3
tm98555,Herbie Goes Bananas,MOVIE,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.,1980,G,110,"['comedy', 'fantasy', 'family']",['US'],,tt0080861,4.9,5693.0,9.802,5.2
tm19764,The Vanishing Prairie,MOVIE,Story of the American Prairie as it was when vast herds of bison and elk grazed.,1954,G,71,"['documentation', 'family']",['US'],,tt0047642,7.3,623.0,1.947,7.4
tm1027745,The Story of the Faithful Wookiee,MOVIE,"Originally apart of The Star Wars Holiday Special, this animated story follows Chewbacca as he searches for a cure to the virus which knocked out his friends, with the help of an unlikely ally – the bounty hunter Boba Fett.",1978,,9,['animation'],['US'],,,,,2.253,8.8
tm15129,Hacksaw,MOVIE,"A girl goes on vacation to the mountains where she finds a wild horse named Hacksaw. With a little help, she captures the stud and it doesn't take long until the man who helped her starts wagon racing, since Hacksaw refuses to have any man or woman on his back.",1971,PG,89,['family'],['US'],,tt0067172,5.8,107.0,2.023,5.5
tm24673,Yellowstone Cubs,MOVIE,"Two bear cubs, Tuffy and Tubby, are separated from their mother and spend an entire summer romping through Yellowstone National Park. In the meantime, the mother bear follows their trail as she searches for them.",1963,G,48,"['comedy', 'family']",['US'],,tt0206446,6.8,289.0,1.849,8.0
tm90286,Secrets of Life,MOVIE,"A feature-length documentary showing the changing world of nature, the sky, the sea, the sun, planets, insects and volcanic action. A story of nature's strange and intricate designs for survival and her many methods of perpetuating life.",1956,G,70,"['documentation', 'family']",['US'],,tt0049733,7.3,274.0,1.596,7.2
tm111322,The African Lion,MOVIE,"Part of Disney's True-Life Adventures series, this film focuses on the lives of lions in Africa.",1955,G,75,"['documentation', 'family']",['US'],,tt0047803,7.2,473.0,3.377,7.0
tm95184,Davy Crockett and the River Pirates,MOVIE,"Davy Crockett and his sidekick Georgie compete against boastful Mike Fink (""King of the River"") in a boat race to New Orleans. Later, Davy and Georgie, allied with Fink, battle a group of river pirates trying to pass themselves off as Native Americans.",1956,G,81,"['western', 'comedy', 'drama', 'family']",['US'],,tt0049125,6.6,2118.0,5.002,6.4
tm15819,The Small One,MOVIE,"Ordered by his father to sell his old, small donkey, Small One, a Hebrew boy in ancient Israel takes the donkey to the Jerusalem market. Finding no buyers there, the boy is about to give up when he meets a kind man named Joseph. Joseph buys Small One and uses him to take his pregnant wife Mary to Bethlehem.",1978,G,26,['animation'],['US'],,,,,5.198,7.0
tm10775,Almost Angels,MOVIE,"Supported avidly by his mother and more reluctantly at first by his father, a working-class Austrian boy joins the Vienna Choirboys, where he proves to be unusually talented.",1962,,93,"['comedy', 'family', 'music']",['US'],,tt0055740,6.5,556.0,3.124,6.6
tm47139,Jungle Cat,MOVIE,"This final True-Life Adventure would also appear to be one of the best, as we go into the South American jungle to observe the jaguar. Jungle Cat is more intimate than its kin, allowing individual animal characters to be developed. Central to the cast is a pair of jaguars (one ebony), whose fighting leads to love and, not long after, two babies (one resembling each parent).",1959,PG,69,"['documentation', 'family']",['US'],,tt0053977,7.2,334.0,2.461,7.9
tm153909,Justin Morgan Had a Horse,MOVIE,This is the story of the foundation sire of the Morgan Horse Breed.,1972,G,88,"['western', 'family', 'drama']",['US'],,tt0068789,6.7,206.0,2.741,7.0
tm218826,A Tale of Two Critters,MOVIE,"A bear cub and a raccoon become fast friends when they're swept away down a river, away from their families.",1977,G,48,"['family', 'documentation', 'action']",['US'],,tt0287003,6.0,199.0,1.952,5.6
tm60333,Pluto's Party,MOVIE,"It's Pluto's birthday party, but Mickey's dozen or so nephews seem to be having all the fun. Their present is a wagon so Pluto can pull them; the ""Pin the Tail on Pluto"" game doesn't go quite right, and everything seems to prevent Pluto from having his birthday cake. But Mickey has planned ahead.",1952,,7,['animation'],['US'],,,,,2.749,6.2
tm79554,Those Calloways,MOVIE,"Story of Cam Calloway and his family, who live in a densely wooded area in New England. Cam dreams of building a sanctuary for the geese that fly over the area each year, and he tries several schemes to buy a nearby lake for this santuary. He is thwarted at every attempt, it seems; he and his son try to get enough furs from their trapping venture to get the money, but the bottom falls out of the fur market. He uses the little money they get for a down payment on the lake, thereby losing their house when he can't make the mortgage payment. They move to the lake, where their friends help them build a cabin. A salesman stops in town, and tries to get the people to sell their land for a tourist venture; Cam is outraged at his tactics and takes desperate measures after he himself is tricked.",1965,PG,131,"['drama', 'family']",['US'],,tt0059796,6.6,714.0,2.64,6.3
tm107673,The Castaway Cowboy,MOVIE,A Wayward Texas cowboy washes up on the beaches of Hawaii and is taken home by an fatherless boy. He saves the family's business while romancing the single mom.,1974,G,88,"['western', 'comedy', 'family']",['US'],,tt0071288,5.8,716.0,2.73,6.0
tm260657,The Boy Who Talked to Badgers,MOVIE,A young boy gets along better with the animals he befriends around his family's Canadian farm than with the people he lives with.,1975,,100,"['family', 'action']",['US'],,tt0072728,5.5,121.0,3.849,6.0
tm10086,"Sammy, the Way-Out Seal",MOVIE,Two young brothers secretly bring home a seal from their summer vacation and try to hide it from Mom and Dad. Havoc ensues as Sammy's antics disrupt the quiet town of Gatesville and its unsuspecting residents.,1962,G,88,['comedy'],['US'],,,,,3.827,6.8
tm107951,The New Neighbor,MOVIE,"Donald moves into a new home, and discovers his new neighbor is a slob, a mooch, and has a dog that comes crashing through the fence and digging in Donald's garden. Eventually it escalates into a full-scale war, with crowds cheering and TV coverage.",1953,,7,['animation'],['US'],,,,,2.888,6.2
tm19308,Dragon Around,MOVIE,"Lost in a book of fairy tales, Dale imagines what it might be like to do battle with a vicious dragon---and thanks to Donald he'll soon get to find out. As Donald moves his hulking steam shovel into position, intent on clearing a path right through their tree for a new freeway, Chip and Dale ready themselves for battle just like the knights of old. With a tuna can for armor and a hat pin for a lance, Chip charges into battle atop his trusty steed, Dale. But with some quick thinking, Donald makes his phony dragon a fire breather. Who will prevail in the medieval battle for the junkyard?",1954,,7,['animation'],['US'],,,,,3.594,6.9
tm61982,Trick or Treat,MOVIE,When the nephews come to Donald's house in their Halloween costumes he dumps water on them and laughs at his trick. A witch sees this and decides to help the kids. By magic she gives Donald a bad time and the kids finally get their treats.,1952,,8,['fantasy'],['US'],,,,,6.621,6.8
tm894355,The Liberty Story,MOVIE,"Walt Disney presents a combination live-action and animated drama of America's historical fight for freedom. Includes a segment from Johnny Tremain, depicting the Boston Tea Party and the battle at Concord, and is followed by Ben and Me.",1957,G,48,['drama'],['US'],,,,,0.954,8.0
tm205517,The Ghosts of Buxley Hall,MOVIE,Ghosts and a young cadet try to save a military academy from being closed.,1980,,120,"['fantasy', 'horror', 'comedy', 'family']",['US'],,tt0080788,5.7,286.0,1.063,6.2
tm109842,Beezy Bear,MOVIE,"Beekeeper Donald catches Humphrey the bear raiding his hives. He complains to Ranger Woodlore, who assembles his bears and lectures them. Donald puts up a barbed wire fence, which slows Humphrey down a bit, but doesn't stop him.",1955,,7,['animation'],['US'],,,,,4.424,6.5
tm58414,Water Birds,MOVIE,"Water Birds is a 1952 short documentary film directed by Ben Sharpsteen. The film delves into the still waters of lagoons and marshes to the wild blue wilderness of the vast oceans, to experience the beauty and variety of their majestic birds, each perfectly designed for its habitat. It won the Oscar for Best Short Subject, Two-Reel.",1952,,30,"['family', 'documentation']",['US'],,,,,2.303,6.3
tm123160,Mars and Beyond,MOVIE,"Mars and Beyond is an episode of Disneyland which aired on December 4, 1957. It was directed by Ward Kimball and narrated by Paul Frees. This episode discusses the possibility of life on other planets, especially Mars. It begins with an introduction of Walt Disney and his robot friend Garco, who provide a brief overview. It continues with an animated presentation about mankind seeking to understand the world in which he lives, first noticing patterns in the stars, and developing certain beliefs regarding the celestial bodies.
 (Source Wikipedia)",1957,,53,['animation'],['US'],,,,,1.702,8.5
tm59473,Pluto's Christmas Tree,MOVIE,"Pluto comes bounding outside to help Mickey get a Christmas tree. Chip 'n Dale see him and make fun of him, but the tree they take refuge in is the one Mickey chops down. They like the decorations, especially the candy canes and Mickey's bowl of mixed nuts. But Pluto spots them and goes after them long before Mickey spots them. Minnie, Donald, and Goofy drop by to sing carols.",1952,G,7,['comedy'],['US'],,,,,6.239,7.2
tm230979,The Plausible Impossible,MOVIE,"Walt Disney explains some of the techniques of animation, and includes for the first time the pencil test footage of the ""Soup Eating Sequence"" from Snow White and the Seven Dwarfs. Walt references a book called ""The Art of Animation"" which shows a technique that is used in animated cartoons that dates back to the ancient Egyptians and Greeks.",1956,,60,['documentation'],['US'],,,,,0.925,7.0
tm895685,The Story of the Animated Drawing,MOVIE,"Walt Disney discusses the history of animation, beginning with J. Stuart Blackton and his Humorous Phases of Funny Faces in 1906, and including Gertie the Dinosaur.",1955,G,49,['documentation'],['US'],,,,,1.543,
tm133398,Out of Scale,MOVIE,"Donald has a ride-on sized train layout in his backyard. There's a large tree (home to Chip 'n Dale) that's out of scale, so Donald moves it while they're out; they come back to see their tree moving. No problem; one of Donald's model houses is just their size.",1951,,7,['animation'],['US'],,,,,3.496,7.2
tm918170,The Pre-Opening Report from Disneyland,MOVIE,"With the grand opening of Disneyland just a matter of days away, Walt Disney brings us an update on the construction of the new magic kingdom. Winston Hibler narrates scenes depicting the construction on the attarctions and settings in the park as work speeds up to meet the deadline before opening day.",1955,,55,"['family', 'documentation', 'history']",[],,,,,0.854,
tm109497,Prowlers of the Everglades,MOVIE,"Part of the ""True-Life Adventure Series""; Disney filmmakers take their cameras to Florida, not to document the swamps that would become Walt Disney World, but to capture the lives of creatures in the everglades. Focusing primarily on alligators, we also see the behavior of animals such as snakebirds, raccoons, and even otters who like to ""play"" with the alligators.",1953,,32,['documentation'],[],,,,,1.76,7.0
tm102930,Don's Fountain of Youth,MOVIE,"While traveling with his nephews, Donald is disgusted that they are only interested in comics. He stops at the ""fountain of youth"" and tricks the kids into thinking he is a baby again. However, he gets tangled up with an aggressive mother alligator and her babies, and makes a hurried exit with the nephews.",1953,,6,['animation'],['US'],,,,,3.244,6.6
tm105638,The Simple Things,MOVIE,"Mickey and Pluto go fishing. Pluto has a run-in with a clam, who eventually lodges in Pluto's mouth; Mickey thinks the clam is Pluto's tongue and can't understand why Pluto keeps begging for more food. After they get rid of the clam, Mickey's attempts to use his minnows as bait are thwarted by a hungry seagull; he brings his friends, and they chase our heroes away.",1953,,7,['comedy'],['US'],,,,,5.146,6.1
tm74573,My Dog the Thief,MOVIE,"As ratings for Jack Crandall's lifeless airborne traffic reports plummet, a super-size St. Bernard on the lam stows away in his chopper. Crandall's new co-pilot helps send ratings sky-high, but the canine's chronic kleptomania generates girl trouble, jewel thievery, and loads of laughs.",1969,,88,['comedy'],['US'],,,,,3.208,6.1
tm110618,Bearly Asleep,MOVIE,"Park ranger Donald sends his bears off to hibernate, but Humphrey would rather stay in his hammock, run out for a glass of water, etc., than sleep; when he does get to sleep, his snoring gets him thrown out. His search for a new bed leads him right into the ranger's house.",1955,,7,['animation'],['US'],,,,,3.824,6.5
tm60664,Let's Stick Together,MOVIE,"Even with his long white beard and aching back, an aging Donald still has to make ends meet by lancing trash in the park. When he happens upon his old partner, an elderly honey bee named Spike, it conjures up memories of the good ol' days.",1952,,7,['animation'],['US'],,,,,6.866,6.4
tm137469,Nature's Half Acre,MOVIE,"The strange and wonderful world that lies beneath our feet, under leaf, log and rock, peopled by millions of weird and fascinating creatures. Released theatrically alongside Alice In Wonderland.",1951,,33,['documentation'],['US'],,,,,1.103,6.6
tm94576,Sultan And The Rock Star,MOVIE,"A teenager rock singer flees his dominating manager and finds himself on the island fortress of a ruthless millionaire. The youth befriends Sultan, a 400- pound bengal tiger, that the millionaire intends to pursue as his quarry in a murderous hunt.",1980,,47,['drama'],[],,,,,1.516,
tm129658,Corn Chips,MOVIE,"Donald is shoveling the snow off his walk; Chip 'n' Dale are shoveling their branch. Donald tricks them into shoveling his walk. Angered, they sneak into his house, where he's getting ready to make popcorn. They've never seen this before, but they love it. They stow away in the box, then make off with the bowl of popped corn.",1951,,7,['animation'],['US'],,,,,2.5,7.1
tm19229,Grand Canyonscope,MOVIE,"Come along with Donald Duck as he visits one of nature's masterpieces. After a little ragtime rain dance, Donald strikes up a conversation with himself at Echo Cliff, then teeters along the edge of a precarious trail while riding a sure-footed burrow. It's a tough job for park ranger J. Audubon Woodlore to keep Donald in check, but it gets even tougher when they run afoul of a napping mountain lion.",1954,,7,['animation'],['US'],,,,,4.373,6.3
tm757109,The Mouseketeers at Walt Disney World,MOVIE,"Follow the Disco Mice of the New Mickey Mouse Club as they visit America's favorite vacation spot, Walt Disney World!",1977,,56,['family'],[],,tt0285749,8.2,36.0,0.894,6.0
tm55594,The Olympic Elk,MOVIE,"Part of the ""True-Life Adventure Series""; The subject of this two-reel are the elk of Washington state's Olympic Peninsula. We see these deer learning to walk, climbing downhill in a herd, and braving local bears. Those, plus some colorful arctic flowers, are the nice bits. We also see the elk engaging in duels (something amusingly observed and ""imitated"" by marmots), athletic fights with deadlocks said to often end in death by starvation to both participants. If that brutish behavior isn't enough to turn you off, then wait until you see how the polygamous bull males gather up wives and do battle with another (with wives as a wager) before unmelodically announcing the end of their bachelorhood.",1952,,27,['documentation'],[],,,,,1.45,8.1
tm106320,Man in Space,MOVIE,"With a combination of documentary footage and animation, the science and history of rockets, and the effects of space travel on man are illustrated.",1955,,51,['scifi'],['US'],,,,,1.76,6.3
tm847798,Disneyland Around the Seasons,MOVIE,"Walt takes viewers on yet another tour of Disneyland to point out some of the newest additions to the park, including New Orleans Square, It's a Small World, and Great Moments With Mr. Lincoln.",1966,G,51,['documentation'],['US'],,,,,1.66,5.7
tm19438,The Princess Bride,MOVIE,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",1987,PG,99,"['fantasy', 'family', 'romance']",['US'],,tt0093779,8.0,420521.0,21.284,7.7
tm147893,Edward Scissorhands,MOVIE,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,1990,PG-13,105,"['fantasy', 'drama', 'romance']",['US'],,tt0099487,7.9,477505.0,65.356,7.7
tm49092,Who Framed Roger Rabbit,MOVIE,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",1988,PG,104,"['fantasy', 'animation', 'comedy', 'crime', 'family']",['US'],,tt0096438,7.7,196510.0,24.065,7.5
tm47587,Willow,MOVIE,"The evil Queen Bavmorda hunts the newborn princess Elora Danan, a child prophesied to bring about her downfall. When the royal infant is found by Willow, a timid farmer and aspiring sorcerer, he's entrusted with delivering her from evil.",1988,PG,126,"['fantasy', 'romance', 'action', 'drama']",['US'],,tt0096446,7.2,110680.0,14.83,7.0
tm21021,Adventures in Babysitting,MOVIE,"When plans with her boyfriend fall through, high school senior Chris Parker ends up babysitting the Anderson kids, Brad and Sara. What should be a quiet night in, however, turns into a series of ridiculous exploits, starting when they leave the house to pick up Chris' friend Brenda. Soon, Brad's buddy Daryl is involved, and the group must contend with car thieves, blues musicians and much more.",1987,PG-13,102,"['comedy', 'crime', 'romance']",['US'],,tt0092513,6.9,43294.0,9.276,6.8
tm131031,Return to Oz,MOVIE,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",1985,PG,109,"['fantasy', 'family', 'horror']","['GB', 'US']",,tt0089908,6.7,26986.0,9.982,6.6
tm155184,Home Alone,MOVIE,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",1990,PG,103,"['comedy', 'family']",['US'],,tt0099785,7.7,552151.0,2.128,7.4
tm142764,"Honey, I Shrunk the Kids",MOVIE,The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,1989,PG,93,"['scifi', 'family', 'comedy']",['US'],,tt0097523,6.4,152394.0,18.878,6.3
tm173648,Splash,MOVIE,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",1984,PG,111,"['fantasy', 'comedy', 'romance']",['US'],,tt0088161,6.3,76050.0,13.443,6.3
tm116020,Flight of the Navigator,MOVIE,"12-year-old David is accidentally knocked out in the forest near his home, but when he awakens eight years have passed. His family is overjoyed to have him back, but is just as perplexed as he is that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",1986,PG,90,"['scifi', 'family', 'comedy']",['US'],,tt0091059,6.9,47676.0,10.713,6.9
tm46793,Tron,MOVIE,"As Kevin Flynn searches for proof that he invented a hit video game, he is 'digitized' by a laser and finds himself inside 'The Grid', where programs suffer under the tyrannical rule of the Master Control Program (MCP). With the help of a security program called 'TRON', Flynn seeks to free The Grid from the MCP.",1982,PG,96,"['scifi', 'action']",['US'],,tt0084827,6.7,119780.0,17.422,6.7
tm19084,3 Men and a Baby,MOVIE,Three bachelors find themselves forced to take care of a baby left by one of the guy's girlfriends.,1987,PG,102,"['comedy', 'drama', 'family']",['US'],,tt0094137,6.1,52873.0,10.397,6.2
tm127019,The Black Cauldron,MOVIE,"Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers.",1985,PG,80,"['animation', 'horror', 'action', 'family', 'fantasy']",['US'],,tt0088814,6.3,35592.0,18.475,6.5
tm3,Return of the Jedi,MOVIE,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",1983,PG,135,"['action', 'scifi', 'fantasy']",['US'],,tt0086190,8.3,1019886.0,26.537,7.9
tm131193,Turner & Hooch,MOVIE,"Scott Turner has 3 days left in the local police department before he moves to a bigger city to get some 'real' cases—not just misdemeanors. When Amos Reed is murdered, Scott sets himself on the case, but the closest thing to a witness to the murder is Reed's dog, Hooch, which Scott has to take care of—to avoid Hooch being 'put to sleep'.",1989,PG,97,"['comedy', 'crime', 'drama', 'thriller']",['US'],,tt0098536,6.2,70131.0,12.228,6.4
tm54457,Big Business,MOVIE,"In the 1940s in the small town of Jupiter Hollow, two sets of identical twins are born in the same hospital on the same night. One set to a poor local family and the other to a rich family just passing through. The dizzy nurse on duty accidentally mixes the twins unbeknown to the parents. Our story flashes forward to the 1980s where the mismatched sets of twins are about to cross paths.",1988,PG,97,['comedy'],['US'],,tt0094739,6.4,13946.0,7.668,6.4
tm127015,The Great Muppet Caper,MOVIE,"Kermit and Fozzie are newspaper reporters sent to London to interview Lady Holiday, a wealthy fashion designer whose priceless diamond necklace is stolen. Kermit meets and falls in love with her secretary, Miss Piggy. The jewel thieves strike again, and this time frame Miss Piggy. It's up to Kermit and Muppets to bring the real culprits to justice.",1981,G,98,"['crime', 'comedy', 'family']","['GB', 'US']",,tt0082474,7.1,15313.0,7.419,6.8
tm125611,Ewoks: The Battle for Endor,MOVIE,"The army of the Marauders, led by King Terak and the witch Charal, attack the Ewoks village, killing Cindel's family. Cindel and the Ewok Wicket escape and meet Teek in the forest, a naughty and very fast animal. Teek takes them to a house in which an old man, Noa, lives. Like Cindel, he also crashed with his Starcruiser on Endor. Together they fight Terak and Charal.",1985,G,100,"['action', 'family', 'fantasy', 'scifi']",['US'],,tt0089110,5.4,9608.0,21.39,5.4
tm171883,The Ewok Adventure,MOVIE,"The Towani family civilian shuttlecraft crashes on the forest moon of Endor. The four Towani's are separated. Jermitt and Catarine, the mother and father are captured by the giant Gorax, and Mace and Cindel, the son and daughter, are missing when they are captured. The next day, the Ewok Deej is looking for his two sons when they find Cindel all alone in the shuttle (Mace and Cindel were looking for the transmitter to send a distress call), when Mace appears with his emergency blaster. Eventually, the four-year old Cindel is able to convince the teenage Mace that the Ewoks are nice. Then, the Ewoks and the Towani's go on an adventure to find the elder Towanis.",1984,PG,96,"['fantasy', 'scifi', 'family']",['US'],,tt0087225,5.3,11271.0,12.696,6.0
tm116429,The Great Mouse Detective,MOVIE,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",1986,G,74,"['animation', 'family']",['US'],,tt0091149,7.2,48993.0,14.56,7.1
tm139255,The Little Mermaid,MOVIE,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,1989,G,83,"['fantasy', 'comedy', 'family', 'romance', 'animation']",['US'],,tt0097757,7.6,255687.0,127.583,7.4
tm45667,Oliver & Company,MOVIE,"This animated take on Oliver Twist re-imagines Oliver as an adorable orphaned kitten who struggles to survive in New York City and falls in with a band of canine criminals led by an evil human. First, Oliver meets Dodger, a carefree mutt with street savoir faire. But when Oliver meets wealthy Jenny on one of the gang's thieving missions, his life changes forever.",1988,G,74,"['animation', 'comedy', 'family']",['US'],,tt0095776,6.6,47848.0,15.969,6.7
tm57222,Ernest Saves Christmas,MOVIE,"When Santa Claus decides to retire and pass on his magic bag of Christmas surprises to a new Saint Nick, he enlists the aid of a hilarious assortment of characters. A perky teen runaway and hapless taxi driver Ernest P. Worrell must convince a skeptical kiddie-show host to take over the post of Father Christmas.",1988,PG,95,"['comedy', 'family', 'fantasy']",['US'],,tt0095107,5.6,11410.0,9.001,5.3
tm128057,The Journey of Natty Gann,MOVIE,"America is in the depths of the Great Depression. Families drift apart when faraway jobs beckon. A courageous young girl confronts overwhelming odds when she embarks on a cross-country search for her father. During her odyssey, she forms a close bond with two diverse traveling companions: a magnificent, protective wolf, and a hardened drifter.",1985,PG,101,"['drama', 'family']",['US'],,tt0089385,7.0,6088.0,7.949,7.0
tm156156,The Rescuers Down Under,MOVIE,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",1990,G,77,"['fantasy', 'animation', 'comedy', 'family', 'crime', 'drama']",['US'],,tt0100477,6.8,42188.0,6.983,6.6
tm126966,The Fox and the Hound,MOVIE,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",1981,G,82,"['animation', 'drama', 'family', 'action']",['US'],,tt0082406,7.2,91622.0,40.05,7.1
tm152805,3 Men and a Little Lady,MOVIE,"Sylvia's work increasingly takes her away from the three men who help bring up Mary, her daughter. When she decides to move to England and take Mary with her, the three men are heartbroken at losing the two most important females in their lives.",1990,PG,104,"['comedy', 'drama', 'family', 'romance']",['US'],,tt0098966,5.4,24568.0,9.837,5.8
tm164406,Frankenweenie,MOVIE,"When young Victor's pet dog Sparky (who stars in Victor's home-made monster movies) is hit by a car, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them (and his parents) that despite his appearance, Sparky's still the good loyal friend he's always been.",1984,PG,29,['scifi'],['US'],,,,,9.002,7.0
tm146813,DuckTales: The Movie - Treasure of the Lost Lamp,MOVIE,"With his nephews and niece, everyone's favorite rich uncle, Scrooge McDuck, treks from his mansion home in Duckburg in search of the long-lost loot of the thief Collie Baba. But finding the goods isn't quite what it's ""quacked"" up to be! Their thrilling adventure leads to comical chaos, magical mayhem, and a lesson about what is far more valuable than money, gold and jewels.",1990,G,71,"['fantasy', 'family', 'animation', 'comedy', 'european']",['FR'],,tt0099472,6.8,26619.0,11.923,6.8
tm160651,Shipwrecked,MOVIE,A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.,1990,PG,92,"['family', 'action', 'european']","['SE', 'US', 'NO']",,tt0122085,6.6,2819.0,1.101,6.7
tm23825,Benji the Hunted,MOVIE,"Benji has become stranded on a remote island after a boating accident. He finds himself struggling to survive in the wilderness, avoiding close encounters with a wolf, a bear, and a territorial female cougar with her cub.",1987,G,88,"['action', 'family']",['US'],,tt0092638,6.2,3066.0,7.22,6.6
tm66657,Mickey's Christmas Carol,MOVIE,"Ebenezer Scrooge is far too greedy to understand that Christmas is a time for kindness and generosity. But with the guidance of some new found friends, Scrooge learns to embrace the spirit of the season. A retelling of the classic Dickens tale with Disney's classic characters.",1983,G,26,"['animation', 'fantasy', 'comedy']",['US'],,,,,13.669,7.7
tm123092,Amy,MOVIE,A woman leaves her husband after the death of her child to teach deaf children how to speak. Her own child was deaf and although she has no formal training she successfully teaches one boy.,1981,G,100,"['drama', 'family']",['US'],,tt0082017,6.5,474.0,3.466,7.2
tm111692,Luxo Jr.,MOVIE,"A baby lamp finds a ball to play with and it's all fun and games until the ball bursts. Just when the elder Luxo thinks his kid will settle down for a bit, Luxo Jr. finds a ball ten times bigger.",1986,G,2,['animation'],['US'],,,,,9.996,7.1
tm152951,The Prince and the Pauper,MOVIE,"Long ago in a land with an ailing king, there was a pair of boys who looked exactly alike, a pauper called Mickey and the other, the Crown Prince.",1990,G,25,['animation'],['US'],,,,,7.775,6.7
tm135273,Knick Knack,MOVIE,"Life on a shelf as a snowman trapped in a snow-globe blizzard can become wearing, especially when you're surrounded by knickknacks from sunnier locales. When the jaded snowman finally breaks free of his glass house, his vacation plans are cut short.",1989,G,4,['comedy'],['US'],,,,,8.012,7.1
