id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts94742,T.O.T.S.,SHOW,Pip the penguin and Freddy the flamingo become the first non-stork employees for T.O.T.S (Tiny Ones Transport Service) who deliver babies to their parents.,2019,TV-Y,21,"['comedy', 'family', 'music', 'animation']",['PH'],1.0,tt8304576,6.8,366.0,20.509,6.5
ts223001,Europe From Above,SHOW,"Using the very latest in drone and aerial photographic technology, tour across countries and their seasons, getting a unique view from above.",2019,,43,['documentation'],['GB'],3.0,tt11003514,8.0,286.0,4.03,8.0
ts249303,Spaced Out,SHOW,"It is the year 2149, the human race has taken to the stars where they have encountered The Sovereign; a galactic empire spanning thousands of worlds and hundreds of species, however they have not found it a warm welcome. Looked down upon and mistrusted, humans have to survive any way they can. Kora is an orphan girl getting by in the slums of small industrial planet, but she yearns for adventure and to truly live her life, so she enrolls with the crew of The Renegade, a cargo ship of mercenaries who happily take any job they can, legal or otherwise. Aboard the ship however she discovers that she may in fact hold the key to a long forgotten treasure, which attracts the attention of a powerful enemy.",2019,,20,['scifi'],['US'],1.0,tt8884276,,,0.6,
ts223011,Buried Secrets of The Bible With Albert Lin,SHOW,Albert Lin investigates two great stories of the Bible: Could real events lie behind the parting of the Red Sea and the destruction of Sodom and Gomorrah?,2019,TV-PG,44,"['documentation', 'history']",['US'],1.0,tt12204636,6.8,188.0,2.024,10.0
ts228562,On Pointe,SHOW,"To pursue their dreams, these dancers will have to rise above the barre. Follow the real-life stories of students from the School of American Ballet in this Disney+ Original Documentary Series.",2020,TV-PG,45,['documentation'],['US'],1.0,tt11097576,7.7,349.0,5.653,8.0
ts224501,Walt Disney Animation Studios: Short Circuit Experimental Films,SHOW,"If you could tell any story with the team of talented artists at Walt Disney Animation Studios, what would you create? Welcome to Short Circuit, an experimental, innovative program where anyone at the Studio can pitch an idea and get selected to create their own short film.",2020,TV-PG,5,"['animation', 'comedy', 'family']",['US'],2.0,tt12579042,7.6,480.0,5.911,8.1
ts105720,Bia,SHOW,"Bia loves to draw and paint. She and her two best friends spend time at Fundom, a place where they and influencers like to show off their talents. On the other hand, LAIX is a network in which its CEO only wants fame and money.",2019,TV-G,37,"['drama', 'family', 'music', 'romance', 'action', 'comedy']","['BR', 'AR']",4.0,tt9168904,6.7,158.0,48.218,7.9
ts219040,Muppets Now,SHOW,"Scooter rushes to make his delivery deadlines and upload the brand-new Muppets series for streaming. They are due now, and he’ll need to navigate whatever obstacles, distractions, and complications the rest of the Muppet gang throw at him.",2020,TV-PG,26,"['comedy', 'family', 'reality']",['US'],1.0,tt10857210,5.9,1135.0,7.024,6.1
ts251915,India from Above,SHOW,"In India From Above, cutting-edge aerial footage reveals how India, which is at once both modern and steeped in ancient mysticism, is shaped by its developed and untouched landscapes.",2020,TV-PG,43,['documentation'],['US'],1.0,,,,0.989,8.0
ts217745,Apollo: Back to the Moon,SHOW,"irected by François Pomès, this two-part documentary chronicles the epic adventure of the Apollo space program, which included both tragic setbacks and historic successes. The first phase takes place against a backdrop of the Cold War, from the disaster of the Apollo 1 mission to the triumph of the Apollo 8 mission. The last stage culminates with the Apollo 11 space flight which landed American astronauts Neil Armstrong and Buzz Aldrin on the Moon. With full-color archival images and 3D reenactments of the mission's key stages, this immersive account details the journey of the men and women who contributed to the celebrated Apollo 11 mission.",2019,,44,['documentation'],['FR'],1.0,,,,2.005,7.7
ts250807,Rogue Trip,SHOW,"ABC News Correspondent Bob Woodruff and his 28-year-old son Mack Woodruff take viewers on a father-son adventure to some of the world’s most unexpected places – roguish nations and territories mostly known for conflict, but each possessing a unique power to surprise, amaze and inspire.",2020,,37,['documentation'],['US'],1.0,,,,1.395,8.0
ts256051,Inside Pixar,SHOW,"This documentary series of personal and cinematic stories that provide an inside look into the people, artistry, and culture of Pixar Animation Studios.",2020,TV-G,11,"['documentation', 'family']",['US'],4.0,tt13302848,7.3,597.0,11.318,7.4
ts90413,Gigantosaurus,SHOW,"Four curious young dinosaur friends explore the mystery of Gigantosaurus, the largest, fiercest dinosaur of all, facing their individual fears and working together to solve problems during their many adventures.",2019,TV-G,13,['animation'],"['FR', 'US']",3.0,tt9636800,6.9,159.0,11.194,7.0
ts222579,Pixar in Real Life,SHOW,"This live action series brings iconic characters and moments from Pixar films into the real world. Filmed on location in and around New York City, the series surprises and delights real people in real locations when they least expect it.",2019,TV-G,4,"['reality', 'comedy', 'family']",['US'],1.0,tt11199558,6.5,735.0,3.392,6.0
ts266669,Marvel Battleworld: Mystery of the Thanostones,SHOW,"Can Iron Man and this rag-tag group - Captain Marvel, Spider-Ham, Groot, and Throg - figure out what the Mad Titan Thanos wants and why they've been brought to this strange, new world?",2020,,3,"['action', 'animation']",['US'],1.0,tt12583300,5.9,84.0,0.607,7.5
ts218364,Kingdom of the White Wolf,SHOW,"Ronan Donovan, a National Geographic researcher, travels to the Arctic to study wolves.",2019,TV-PG,44,['documentation'],['US'],1.0,tt10704300,8.1,213.0,1.726,9.5
ts77182,101 Dalmatian Street,SHOW,"Follow the adventures of eldest siblings Dolly and Dylan, their Mum Delilah and Dad Doug, and their 97 younger brothers and sisters as they embark on urban adventures and extreme sibling rivalry. Together, the pups explore growing up and finding their own spot inside the biggest, messiest, furriest blended family ever.",2019,TV-Y7,17,"['family', 'animation', 'comedy']",['GB'],1.0,tt7019028,6.1,347.0,11.477,7.6
ts281895,Magic of Disney's Animal Kingdom,SHOW,"Magic of Disney’s Animal Kingdom gives viewers a backstage pass to explore the magic of nature within Disney’s Animal Kingdom Theme Park, Disney’s Animal Kingdom Lodge and The Seas with Nemo & Friends at EPCOT. Each episode dives into the details, unveiling the multifaceted aspects of animal care, conservation and Disney Imagineering and showcases the parks’ magnificent array of more than 300 species and 5,000-plus animals and the herculean tasks their animal care experts undertake to keep things running day and night.",2020,TV-PG,38,"['documentation', 'reality']",['US'],1.0,tt10196378,8.2,314.0,1.802,8.0
ts254339,The Wonderful World of Mickey Mouse,SHOW,"It's nothing but fun and excitement for Mickey and his best pals – Minnie, Donald, Daisy, Goofy and Pluto - as they embark on their greatest adventures yet, navigating the curveballs of a wild and zany world where the magic of Disney makes the impossible possible.",2020,TV-G,8,"['family', 'fantasy', 'comedy', 'scifi', 'western', 'animation']",['US'],2.0,tt13089270,7.8,949.0,13.504,7.6
ts220233,One Day at Disney,SHOW,Discover what it’s like to report to work every day for The Walt Disney Company. Step behind the scenes to immerse yourself in one “ordinary” day at Disney.,2019,TV-PG,6,['documentation'],['US'],1.0,tt10854760,7.3,517.0,4.989,7.7
ts328156,Dog: Impossible,SHOW,"Dog behavior specialist Matt Beisner and his team help owners learn how to handle their aggressive and misunderstood animals, and rescue and rehabilitate dogs from local shelters that have been turned away by other facilities.",2019,TV-PG,43,['documentation'],['US'],2.0,,,,2.641,7.9
ts223546,"Dr. T, Lone Star Vet",SHOW,"Dr. Lauren Thielen (Dr. T) is back home in Texas to open her very own exotic animal practice, located alongside one of the state's largest and busiest animal hospitals. With the support of the ER staff and more than a dozen specialists, she treats everything from emus to hedgehogs and everything in between!",2019,TV-PG,44,['reality'],['US'],1.0,tt11018282,8.3,92.0,1.128,
ts286382,Secrets of the Zoo: Tampa,SHOW,Embrace the wild side of the Sunshine State with a stellar zoo team devoted to the exotic cast of animals.,2020,TV-14,44,"['documentation', 'family']",['US'],3.0,tt11708046,8.7,66.0,1.4,10.0
ts235604,Disney Insider,SHOW,"This series peels back the curtain of The Walt Disney Company like never before. Tune in each week as the series takes viewers behind the movies, theme parks, destinations, music, toys, and more. Each episode offers three unique stories that capture the magical moments and heartfelt storytelling that is Disney.",2020,TV-Y7,19,['documentation'],['US'],1.0,tt11998854,6.5,285.0,8.441,7.3
ts254535,Wild Central America,SHOW,Join narrator Nigel Marven as he discovers the colourful and varied wildlife and culture of Central America.,2020,TV-PG,44,['documentation'],['GB'],1.0,tt19767732,,,1.828,
ts115108,Encore!,SHOW,"Executive producer Kristen Bell, who also appears, reunites the cast of a high school musical and asks them to perform it again years later. Each former student reprises their role from their original production under the tutelage of Broadway directors, choreographers and voice coaches.",2019,TV-PG,54,['reality'],['US'],1.0,tt10219408,7.6,626.0,4.085,7.0
ts216001,Out There with Jack Randall,SHOW,Zoologist Jack Randall journeys into Australia's Outback to encounter extraordinary wildlife.,2019,TV-14,44,['documentation'],['US'],1.0,tt10583412,6.5,72.0,1.028,8.5
ts86432,Sydney to the Max,SHOW,"Outgoing 13-year-old Sydney is on the fast track to growing up, despite the goodhearted efforts of her protective father, Max. As Sydney attempts to spread her wings and make more decisions for herself, Max does everything he can to rein her in and keep her his little girl. But in so doing, his mother, Judy, is reminded of his own antics at Sydney's age, and the parallels -- illustrated by comical flashback sequences starring a young Max -- are both amusing and enlightening.",2019,TV-G,23,"['comedy', 'family']",['US'],3.0,tt8959856,6.2,563.0,18.471,8.5
ts237729,Zenimation,SHOW,"Unplug, relax, and refresh your senses for a moment of mindfulness with Walt Disney Animation Studios’ Zenimation - an animated soundscape experience.",2020,TV-G,10,"['scifi', 'animation', 'family']",['US'],2.0,tt12372034,7.4,416.0,8.417,7.9
ts237232,Kingdom of the Mummies,SHOW,"The series follows a team of archaeologists led by Ramadan Hussein from Germany’s Eberhard Karls University of Tübingen, in conjunction with Egypt’s Ministry of Tourism and Antiques, as they uncover the country’s first known fully intact funeral home.",2020,TV-14,44,['documentation'],"['US', 'GB']",1.0,tt12366196,7.4,105.0,3.132,10.0
ts83472,Fast Layne,SHOW,"Twelve-year-old overachiever Layne finds her orderly life thrown into a tailspin when she discovers a sophisticated talking car named “V.I.N.” hidden in an abandoned shed. With the help of her eccentric neighbor Zora, Layne embarks on a high-speed adventure filled with bad guys, secret agents and other surprises to unlock the mystery behind V.I.N.’s creation.",2019,TV-G,23,"['action', 'comedy', 'scifi', 'thriller']",['US'],1.0,tt8115666,5.2,232.0,5.164,7.1
ts225533,Wild Cats of India,SHOW,"India's wildcats have been symbols of strength & royalty since the ancient times. Despite the reverence they evoke and their own adaptability & prowess, these cats have been pushed to the brink. Yet, they are the last hope for protecting the country's wild spaces. Two years in the making, 'Wild Cats of India' has journeyed across country's contrasting landscapes with an ambition to paint an intimate portrait of the intriguing lives of wildcats.",2020,,44,['documentation'],['IN'],1.0,tt11920706,7.6,44.0,1.4,10.0
ts189132,Marvel's Hero Project,SHOW,"This 20-episode series shares the remarkable, positive change several young heroes are making in their own communities across the country. These inspiring kids have dedicated their lives to selfless acts of bravery and kindness, and now, Marvel celebrates them as the true Super Heroes they are by welcoming them into Marvel's Hero Project.",2019,TV-G,26,"['documentation', 'reality']",['US'],1.0,tt10163846,6.1,159.0,2.802,8.8
ts238237,Alaska Animal Rescue,SHOW,"Dedicated first responders, veterinarians and animal caretakers from the Alaska SeaLife Center, the Alaska Raptor Center and the Alaska Wildlife Conservation Center brave dangerous terrain and unforgiving climates to respond to animals in need.",2020,,44,"['reality', 'documentation']",['US'],2.0,tt12188528,9.0,36.0,1.79,10.0
ts220883,Pick of the Litter,SHOW,"Ups and downs of an adorable group of six dogs on their fascinating and surprisingly suspenseful quest to become guides for Guide Dogs for the Blind, the ultimate canine career.",2019,TV-PG,32,"['documentation', 'family']",['US'],1.0,tt10855726,8.0,153.0,3.714,7.1
ts222776,Marvel's Ultimate Comics,SHOW,"Spider-Man and Iron Man team-up to defeat a energized Batroc the Leaper. Black Panther battles agains super-villain, Ghost.",2019,,4,[],['US'],1.0,,,,3.842,
ts236381,Prop Culture,SHOW,"Film historian and prop collector Dan Lanigan reunites iconic Disney movie props with the filmmakers, actors, and crew who created and used them in some of Disney’s most beloved films. Throughout this journey, Dan will recover lost artifacts, visit private collections, and help restore pieces from the Walt Disney Archives to their original glory.",2020,TV-PG,32,['documentation'],['US'],1.0,,,,3.125,8.1
ts252221,Made in A Day,SHOW,"The last decade has seen a revolution in manufacturing. A just in time economy means the products we love are being made on a massive scale in record time. While lightening logistics mean global trade and distribution happens faster than ever. This is the story of how some of today's biggest brands, from Tesla Cars to Gibson Guitars, from Tabasco Sauce to Space Rockets, are made in America.",2020,,22,['documentation'],"['GB', 'US']",1.0,tt12833474,7.1,25.0,1.162,
ts271431,Into the Unknown: Making Frozen II,SHOW,"The team behind Frozen II open their doors to cameras for a six-part documentary series to reveal the hard work, heart, and collaboration it takes to create one of the most highly-anticipated films in Walt Disney Animation Studios’ near-century of moviemaking. Cameras were there to capture an eye-opening - and at times jaw-dropping - view of the challenges and the breakthroughs, the artistry, creativity and the complexity of creating the #1 animated feature of all time.",2020,TV-PG,36,"['documentation', 'family']",['US'],1.0,tt10196382,8.5,810.0,12.508,6.9
ts254529,Meet the Chimps,SHOW,"The series takes viewers into the secret life of one of the largest and most unique wildlife sanctuaries in the world – Chimp Haven—a 200-acre refuge tucked deep in the forested heart of Louisiana, which is home to more than 300 chimpanzees.",2020,TV-14,37,['documentation'],['US'],1.0,tt11853160,8.4,87.0,2.254,8.0
ts256165,ZOMBIES: Addison's Moonstone Mystery,SHOW,"Your favorite Seabrook monsters are back with all new mysteries no one saw coming. The story begins at Seabrook High, where zombies, werewolves, and humans are all co-existing happily. A new girl at school, Vanna, whom Addison immediately befriends, threatens to shake up the dynamic when they learn that she is not all that she seems.",2020,,2,"['animation', 'family']",['US'],2.0,tt15379852,6.4,14.0,4.298,
ts90809,Just Roll with It,SHOW,A sitcom about fun-loving newlyweds and their polar-opposite stepsiblings gets an improvisational twist as members of the studio audience vote on the direction of key scenes in each episode.,2019,TV-G,24,"['comedy', 'family']",['US'],2.0,tt9181662,5.1,301.0,3.729,7.1
ts222496,Earth to Ned,SHOW,"Ned, a blue-skinned alien, and his lieutenant Cornelius, were sent to scout Earth for an eventual invasion — but instead became obsessed with popular culture. Now they host a talk show, broadcast from the bridge of their spaceship hidden deep underground, where they interview our most precious commodity — celebrities — to talk about Ned’s current pop culture obsessions.",2020,,24,[],['US'],1.0,,,,4.736,6.8
ts214449,Muppet Babies: Play Date,SHOW,,2019,,3,['family'],[],1.0,tt10349366,6.5,8.0,,
ts252296,Becoming,SHOW,"The origin stories of 10 athletes, entertainers, and musicians. Each episode centers around a visit to the celebrity’s hometown, touring important locations central to their upbringing. A supporting cast of family members, coaches, teachers, mentors and friends are interviewed, sharing rarely heard anecdotes and insights into the star’s “becoming” story.",2020,TV-14,24,"['documentation', 'drama', 'family', 'history', 'sport']",['US'],1.0,tt12944764,6.4,64.0,2.387,8.0
ts237067,The Big Fib,SHOW,"Two grown-ups claim to be experts on a topic and one of them is lying. It'll be up to our kid contestant to try and figure out which one is telling ""the big fib.""",2020,,23,['reality'],['US'],1.0,,,,4.066,6.5
ts271343,High School Musical: The Musical: The Series: The Sing-Along,SHOW,"Thirteen years after High School Musical was filmed at East High, the drama department is putting together a bold new production: High School Musical: The Musical! And this time, the lyrics are on screen so you can sing along in every episode! A brand new class of kids tackle the roles of Gabriela, Troy, Ryan, Sharpay, and all the rest, with more than enough high school drama on stage and off!",2019,TV-PG,34,"['comedy', 'drama']",['US'],1.0,,,,2.516,9.0
ts94668,Prairie Dog Manor,SHOW,"""Prairie Dog Manor"" gives an in depth look at the unique behaviors and relationships between the Prairie Dogs that inhibit the Valles Caldera National Preserve in northern New Mexico.",2019,,22,"['reality', 'documentation']",['US'],1.0,tt8316986,8.0,48.0,1.494,10.0
ts101535,Diary of a Future President,SHOW,A young Cuban-American girl embarks on a journey to become the future president of the United States.,2020,TV-PG,30,"['family', 'comedy', 'drama']",['US'],2.0,tt9695266,6.2,1022.0,10.363,7.7
ts88803,Gabby Duran and the Unsittables,SHOW,"Gabby Duran, who constantly feels like she’s living in the shadows of her mother and younger sister, finally finds her moment to shine when she inadvertently lands an out-of-this-world job to babysit an unruly group of very important extraterrestrial children who are hiding out on Earth with their families, disguised as everyday kids.",2019,TV-Y7,25,"['scifi', 'comedy', 'family']",['US'],2.0,tt8792866,5.6,331.0,28.235,7.8
ts225757,Shop Class,SHOW,"Youthful ingenuity is on display in this new competition series that features teams of inventive students tasked with designing, building, and testing new contraptions to vie for the title of Shop Class Champs. In each episode, they’ll present their work to a panel of experts who will rate their projects based on engineering, design, and the final test of the build.",2020,,43,['reality'],['US'],1.0,,,,3.629,8.5
ts112728,The Rocketeer,SHOW,"A girl inherits the persona of The Rocketeer, and with the help of her gadget-building friend they tackle epic adventures.",2019,TV-Y,23,"['scifi', 'animation', 'action', 'comedy', 'family']",['US'],1.0,tt8068852,4.9,171.0,11.641,10.0
ts300583,Pop Goes the Vet,SHOW,"If viewers have never seen a hairless rat with a pustule on its neck, or a plump fair pig with an abscess on its rump, they are in for a treat as some of National Geographic's most renowned and beloved vets work to drain some of the worst abscesses they have ever seen. From the office to the field, no pustule or abscess will go undrained.",2020,TV-PG,44,"['documentation', 'reality']",['US'],1.0,tt16763504,7.4,21.0,0.626,
ts249928,Gathering Storm,SHOW,First-hand accounts of the planet's fiercest storms.,2020,,44,['documentation'],['GB'],1.0,tt12760500,7.9,40.0,2.089,
ts269854,Disney Parks Sunrise Series,SHOW,"At daybreak, the first rays of sunlight gleam through the spires of Cinderella Castle, beam between the remarkable branches of The Tree of Life, and shimmer onto the brilliant sphere of Spaceship Earth. It’s a view of Disney Parks not often enough enjoyed – at sunrise.",2020,TV-G,59,[],['US'],1.0,,,,0.953,10.0
ts277494,Disney Junior Ready for Preschool,SHOW,"Music videos with Disney characters help prepare children for preschool, with lessons on hygiene, shapes, rhyming, and more.",2019,TV-Y,1,['family'],['US'],2.0,tt13689142,,,1.245,
ts268033,Secrets of the Zoo: North Carolina,SHOW,"North Carolina is home to the world's largest zoo, with 2,600 acres, large natural habitats and more than 1,800 animals in its care. The show features several Zoo staff, including keepers and veterinarians, and highlight stories, including routine animal husbandry, emergency procedures and the Zoo’s work in conservation and rescue and release of injured wildlife",2020,TV-14,44,"['documentation', 'reality']",['US'],1.0,tt13528684,7.9,39.0,0.6,
ts237251,X-Ray Earth,SHOW,"Earth as it has never been seen before, by challenging preconceived notions about the world, making use of cutting-edge scientific tools, and travelling over, across and deep into the Earth's crust to learn just what makes the world tick.",2020,TV-14,44,['documentation'],['GB'],1.0,tt12988062,6.4,39.0,3.122,7.0
ts251052,Disney Junior Music Lullabies,SHOW,"Mickey Mouse, Minnie Mouse, Doc McStuffins, Fancy Nancy and other Disney characters welcome the nighttime with gentle lullabies.",2019,TV-Y,1,[],['US'],1.0,,,,0.6,10.0
ts188374,Be Our Chef,SHOW,"A cooking competition that challenges five food-loving families to create delicious dishes inspired by the magic of Disney. In each episode, two families go head-to-head in a themed cooking challenge at Walt Disney World.",2020,TV-G,24,"['reality', 'family']",['US'],1.0,tt10219416,6.4,173.0,3.287,5.6
ts320472,Broken Karaoke,SHOW,Broken Karaoke is a series of shorts released by Disney. It features characters from animated Disney Channel and Disney XD shows singing various song parodies.,2019,,2,"['comedy', 'animation']",['US'],1.0,,,,1.094,
ts271634,Mickey Go Local,SHOW,"Mickey Go Local is a 2019 webcast animated series and also a locally-produced animated series exclusively for the Southeast Asian market. Though the episodes premiered on Disney Channel Asia's official YouTube channel, the series began airing on Disney Channel in Southeast Asia as interstitials.",2019,,3,"['comedy', 'animation']",['US'],1.0,tt13845582,5.7,58.0,1.335,8.0
ts255188,Calling All T.O.T.S.,SHOW,"T.O.T.S. Junior Fliers, Pip and Freddy love nothing more than delivering cute baby animals to their forever families – but what happens after they deliver them? Pip and Freddy call up some of their favorite babies to see how they’ve been and sing a special song just for them!",2020,TV-G,2,[],['PH'],2.0,,,,5.175,10.0
ts237076,It's a Dog's Life with Bill Farmer,SHOW,"As the iconic voice of Goofy and Pluto for more than 30 years, Disney Legend Bill Farmer steps out from behind the microphone to meet his own favorite characters — dogs! Join Bill as he crosses the country meeting dogs doing incredible work!",2020,TV-G,22,['documentation'],['US'],1.0,tt12105232,7.9,91.0,1.989,9.0
ts225756,Disney Family Sundays,SHOW,Amber Kemp-Gerstel shares her passion for crafting with young families in a series of Disney-inspired DIY projects.,2019,TV-G,7,['reality'],['US'],1.0,,,,1.535,5.3
ts225712,Jungle Animal Rescue,SHOW,"A land of elephants, tigers, leopards and bears, India is one of the most biodiverse countries on earth. But it's also home to 1.3 billion people who increasingly compete with wild animals for living space. Now, a dedicated team of conservationists and vets are on a mission to rescue animals in distress and find a way for India's people and wildlife to coexist in harmony.",2020,TV-PG,44,['documentation'],['US'],1.0,tt12690880,6.6,11.0,1.4,6.0
ts220819,Random Rings,SHOW,Disney characters make prank phone calls.,2019,TV-Y7,2,[],['US'],1.0,tt10862720,6.7,24.0,,
ts271622,Roll it Back,SHOW,Roll It Back is the aftershow for Just Roll With It.,2019,,4,['documentation'],['US'],1.0,,,,0.6,
ts235673,Secrets of the Zoo: Down Under,SHOW,"A behind-the-scenes look at what it takes to run the Taronga Zoo Sydney, Australia's largest zoo, located on the shores of Sydney Harbour.",2020,,43,['documentation'],['US'],2.0,tt15313408,8.2,14.0,1.688,9.0
ts219003,Moon Knight,SHOW,"When Steven Grant, a mild-mannered gift-shop employee, becomes plagued with blackouts and memories of another life, he discovers he has dissociative identity disorder and shares a body with mercenary Marc Spector. As Steven/Marc’s enemies converge upon them, they must navigate their complex identities while thrust into a deadly mystery among the powerful gods of Egypt.",2022,TV-14,48,"['action', 'scifi', 'drama', 'fantasy', 'horror', 'thriller']",['US'],1.0,tt10234724,7.5,128362.0,9323.832,8.5
ts299852,The Beatles: Get Back,SHOW,Documentary about the music group The Beatles featuring in-studio footage that was shot in early 1969 for the 1970 feature film 'Let It Be.',2021,,156,"['documentation', 'music']","['NZ', 'GB', 'US']",1.0,tt9735318,9.0,19391.0,13.597,8.5
ts270001,The Book of Boba Fett,SHOW,Bounty hunter Boba Fett and mercenary Fennec Shand navigate the underworld when they return to Tatooine to claim Jabba the Hutt's old turf.,2021,TV-14,47,"['action', 'scifi', 'romance', 'western', 'family', 'fantasy']",['US'],1.0,tt13668894,7.4,116591.0,300.959,8.1
ts86795,WandaVision,SHOW,Wanda Maximoff and Vision—two super-powered beings living idealized suburban lives—begin to suspect that everything is not as it seems.,2021,TV-14,39,"['scifi', 'drama', 'action', 'comedy', 'fantasy', 'romance']",['US'],1.0,tt9140560,8.0,284486.0,495.948,8.3
ts86474,Loki,SHOW,"After stealing the Tesseract during the events of “Avengers: Endgame,” an alternate version of Loki is brought to the mysterious Time Variance Authority, a bureaucratic organization that exists outside of time and space and monitors the timeline. They give Loki a choice: face being erased from existence due to being a “time variant” or help fix the timeline and stop a greater threat.",2021,TV-14,48,"['scifi', 'action', 'fantasy']",['US'],1.0,tt9140554,8.2,280970.0,315.079,8.2
ts89837,Hawkeye,SHOW,"Former Avenger Clint Barton has a seemingly simple mission: get back to his family for Christmas. Possible? Maybe with the help of Kate Bishop, a 22-year-old archer with dreams of becoming a superhero. The two are forced to work together when a presence from Barton’s past threatens to derail far more than the festive spirit.",2021,TV-14,47,"['action', 'scifi', 'drama', 'crime']",['US'],1.0,tt10160804,7.6,153827.0,252.695,8.2
ts297071,Man in the Arena: Tom Brady,SHOW,"Tom Brady shares a personal account of his 10 Super Bowl appearances, deconstructing the milestones of his career by exploring each victory and defeat.",2021,,51,['documentation'],['US'],1.0,,,,6.55,7.3
ts189749,What If...?,SHOW,"Exploring pivotal moments from the Marvel Cinematic Universe and turning them on their head, leading the audience into uncharted territory.",2021,TV-14,32,"['action', 'scifi', 'fantasy', 'animation']",['US'],2.0,tt10168312,7.4,97977.0,357.434,8.4
ts321894,The Wonder Years,SHOW,"A coming of age story set in the late 1960s that takes a nostalgic look at a black middle-class family in Montgomery, Alabama through the point-of-view of imaginative 12 year-old Dean. With the wisdom of his adult years, Dean’s hopeful and humorous recollections show how his family found their “wonder years” in a turbulent time. Inspired by the classic series of the same name.",2021,TV-PG,21,"['drama', 'comedy', 'family']",['US'],1.0,tt12682076,5.9,3541.0,16.527,7.1
ts89898,The Falcon and The Winter Soldier,SHOW,TV series centering on Marvel Cinematic Universe characters Falcon and The Winter Soldier.,2021,TV-14,51,"['drama', 'action', 'scifi']",['US'],1.0,tt9208876,7.2,197872.0,149.009,7.8
ts251262,The Bad Batch,SHOW,The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,2021,TV-PG,31,"['scifi', 'action', 'drama', 'fantasy', 'animation']",['US'],2.0,tt12708542,7.9,27384.0,50.268,8.5
ts330309,Ice Age: Scrat Tales,SHOW,"Scrat experiences the ups and downs of fatherhood, as he and the adorable, mischievous Baby Scrat, alternately bond with each other and battle for ownership of the highly treasured Acorn.",2022,TV-PG,3,"['comedy', 'family', 'animation']",['US'],1.0,tt18302114,7.4,1133.0,202.895,7.9
ts269561,Star Wars: Visions,SHOW,An anthology series of animated short films celebrating Star Wars through the lens of the world's best anime creators.,2021,TV-PG,16,"['scifi', 'drama', 'fantasy', 'animation', 'action']","['US', 'JP']",1.0,tt13622982,7.0,15451.0,28.776,7.4
ts271190,Marvel Studios: Legends,SHOW,"Revisit the epic heroes, villains and moments from across the MCU in preparation for the stories still to come. Each dynamic segment feeds directly into the upcoming series — setting the stage for future events. This series weaves together the many threads that constitute the unparalleled Marvel Cinematic Universe.",2021,TV-14,7,"['scifi', 'action', 'fantasy']",['US'],1.0,tt13650480,6.4,4089.0,173.448,7.5
ts243370,Just Beyond,SHOW,Genre anthology series based on the graphic novels by R.L. Stine.,2021,TV-PG,28,"['drama', 'fantasy', 'horror', 'scifi', 'thriller', 'comedy']",['US'],1.0,tt12286434,6.1,1406.0,63.929,7.2
ts252829,Snowdrop,SHOW,"A desperate love story between Youngro, a youthful female freshman student, and Sooho, a prestigious but mysterious university graduate, who one day jumps into her room, at a women's university dormitory, covered in blood from running away of a dangerous situation. Despite the strict surveillance, she helps him on hiding and healing which develops their relationship that goes against the tragic era of 1987 in Seoul.",2021,TV-14,85,"['war', 'thriller', 'crime', 'drama', 'romance']",['KR'],1.0,tt13304700,8.3,8520.0,37.607,8.4
ts342882,Sketchbook,SHOW,An Original series featuring artists from Disney Animation,2022,TV-PG,22,['documentation'],['US'],1.0,tt18779204,,,7.35,
ts109430,Parallels,SHOW,"Four teenage friends, on the French-Swiss border, whose lives are turned upside down by an experiment of the LHC, the world's biggest particle collider.",2022,TV-14,31,"['fantasy', 'scifi', 'action']",['FR'],1.0,tt8590080,7.0,1121.0,20.04,8.1
ts220827,Spidey and His Amazing Friends,SHOW,"Follow Peter Parker, Gwen Stacy, and Miles Morales and their adventures as the young heroes team up with Hulk, Ms. Marvel, and Black Panther to take down foes like Rhino, Doc Oock, and Green Goblin.",2021,TV-Y7,24,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",['US'],2.0,tt10862280,5.7,379.0,35.172,7.3
ts276839,Welcome to Earth,SHOW,Will Smith travels to the extreme ends of the earth from active volcanoes to deep ocean adventures.,2021,TV-PG,38,"['documentation', 'reality']",['US'],1.0,tt13623992,7.9,2212.0,10.261,7.8
ts234955,The Mysterious Benedict Society,SHOW,"A group of gifted orphans are recruited by an eccentric, benefactor to go on a secret mission.",2021,TV-PG,49,"['action', 'comedy', 'drama', 'family']",['US'],2.0,tt11875316,7.6,3626.0,12.763,7.9
ts269590,Dug Days,SHOW,"A series of shorts that follows the humorous misadventures of Dug, the lovable dog from Disney and Pixar’s “Up.” Each short features everyday events that occur in Dug's backyard, all through the exciting (and slightly distorted) eyes of our favorite talking dog.",2021,TV-G,10,"['comedy', 'family', 'animation']",['US'],1.0,tt13624054,8.1,3637.0,46.767,7.4
