id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts330252,The Proud Family: Louder and Prouder,SHOW,"Follow the adventures and misadventures of newly 14-year-old Penny Proud and her family as they navigate modern life with hilarity and heart. The 2020s bring a new career for mom Trudy, wilder dreams for dad Oscar and new challenges for Penny, including a socially woke neighbor who thinks she has a lot to teach her.",2022,TV-PG,26,"['comedy', 'family', 'animation']",['US'],1.0,tt11871764,5.7,905.0,14.75,9.4
ts227297,Secrets of Sulphur Springs,SHOW,A boy and his family moving into a supposedly haunted hotel on the edge of a small town.,2021,TV-PG,23,"['drama', 'family']",['US'],3.0,tt10329642,7.6,2720.0,29.985,8.2
ts270701,Dino Ranch,SHOW,"Dino Ranch follows the adventures of the Cassidy family as they tackle life in a fantastical ""pre-westoric"" setting where dinosaurs still roam. As the young ranchers learn the ropes, they discover the thrill of ranch life whilst navigating the great outdoors through unpredictable challenges.",2021,TV-Y,12,"['action', 'family', 'western', 'animation', 'comedy']","['CA', 'US']",1.0,tt13858416,6.2,106.0,3.809,10.0
ts343844,The Quest,SHOW,"A ground-breaking immersive competition series that drops 8 young people into the fantastic, fictional world of Everealm, where they must save a Kingdom by fulfilling an ancient prophecy.",2022,,43,"['scifi', 'fantasy', 'reality']",['US'],1.0,tt11852810,,,38.49,8.1
ts331520,Something Bit Me!,SHOW,"The series explores the peculiar true stories of bug bites, insect stings and animal attacks that have sent people to the ER.",2022,TV-14,43,"['documentation', 'reality']",['US'],1.0,tt18334866,8.8,14.0,16.176,10.0
ts231914,Turner & Hooch,SHOW,A detective solves crimes with the help of an oversized dog. TV adaptation of the 1989 film 'Turner and Hooch'.,2021,TV-PG,48,"['comedy', 'crime', 'drama', 'family', 'action']",['US'],1.0,tt11547014,6.5,3488.0,48.653,7.5
ts251844,Secrets of the Whales,SHOW,"Sigourney Weaver guides viewers on a journey to the heart of whale culture to experience the extraordinary communication skills and intricate social structures of five different whale species. With the help of new science and technology, viewers witness whales making lifelong friendships, teaching clan heritage and traditions to their young and grieving deeply for the loss of loved ones.",2021,TV-PG,48,['documentation'],['US'],1.0,tt12824750,8.5,561.0,3.164,7.9
ts222989,Behind the Attraction,SHOW,"Behind The Attraction takes viewers into the history of how popular Disney attractions and destinations came to be, how they have changed over time, and how fans continue to obsess over them.",2021,TV-PG,42,['documentation'],['US'],1.0,tt11069436,7.7,762.0,4.379,7.8
ts272714,"Cesar Millan: Better Human, Better Dog",SHOW,"Showcases Cesar Millan as he takes on the most challenging cases yet, treating a host of new canine behavioral issues impacted by well-intentioned but impulsive owners.",2021,TV-14,42,['reality'],['US'],1.0,tt15083978,8.2,110.0,1.4,10.0
ts109714,Monsters at Work,SHOW,Mechanic Tylor Tuskmon has big dreams of working his way up the ranks to the Laugh Floor at Monsters Inc.,2021,TV-G,27,"['family', 'fantasy', 'animation', 'comedy']",['US'],1.0,tt8610082,7.0,6475.0,47.088,7.2
ts273068,Marvel Studios: Assembled,SHOW,"Assembled is a comprehensive documentary series that chronicles the creation of Marvel Studios' thrilling new shows and theatrical releases. Assembled is an immersive, and in-depth examination of the next phase of the MCU.",2021,TV-14,58,['documentation'],['US'],1.0,tt14094206,7.9,2258.0,67.851,7.4
ts319237,The '80s: Top Ten,SHOW,"Pop culture icon Rob Lowe takes viewers down memory lane with six entertaining and thought-provoking top 10 countdowns of 1980s pop culture, as voted by a panel of experts.",2022,TV-14,44,['documentation'],['US'],1.0,,,,1.943,7.0
ts226439,Big Shot,SHOW,A temperamental college basketball coach who gets fired from his job and must take a teaching and coaching job at an elite all-girls private high school.,2021,TV-PG,46,"['comedy', 'drama', 'sport']",['US'],2.0,tt11238096,7.5,3719.0,32.933,8.1
ts218548,The Ghost and Molly McGee,SHOW,"A grumpy ghost named Scratch is eternally cursed to be in the presence of polar opposite Molly McGee, a cheerful tween.",2021,TV-Y7,23,"['thriller', 'horror', 'animation', 'comedy', 'family', 'fantasy', 'music', 'scifi']",['US'],2.0,tt10684374,7.2,780.0,11.63,8.3
ts269711,The Mighty Ducks: Game Changers,SHOW,"In present day Minnesota, the Mighty Ducks have evolved from scrappy underdogs to an ultra-competitive, powerhouse youth hockey team. After 12-year-old Evan is unceremoniously cut from the Ducks, he and his mom Alex set out to build their own ragtag team of misfits to challenge the cutthroat, win-at-all-costs culture of competitive youth sports.",2021,TV-PG,35,"['comedy', 'sport', 'drama']",['US'],1.0,tt7939768,7.5,4462.0,22.349,8.3
ts310270,Olaf Presents,SHOW,Frozen’s beloved snowman retelling several classic Disney tales as only he can.,2021,TV-Y,4,"['animation', 'fantasy', 'comedy', 'family']",['US'],1.0,tt15475608,7.2,2777.0,9.287,7.1
ts270222,Disney Intertwined,SHOW,"Allegra dreams of joining the Eleven O' Clock music hall company, but her mother, Caterina, won't accept that. Allegra's life changes drastically when she finds a mysterious bracelet that takes her to 1994, the year Caterina was her age and was starting her career in Eleven O' Clock while she lived in Coco's shadow. Cocó is Allegra's grandmother. Will Allegra be able to change the past?",2021,TV-14,45,"['scifi', 'comedy', 'drama', 'fantasy']",['AR'],1.0,tt13891870,6.3,234.0,67.935,7.5
ts243681,"Doogie Kamealoha, M.D.",SHOW,"Lahela ""Doogie"" Kamealoha is a teenaged wunderkind juggling her high school life with an early medical career.",2021,TV-PG,34,"['comedy', 'drama', 'family']",['US'],2.0,tt12225230,6.2,1992.0,77.901,7.8
ts298133,Alice's Wonderland Bakery,SHOW,"Alice, the great-granddaughter of the original Alice and a budding young baker at the enchanted Wonderland Bakery, where treats bring a new generation of characters together.",2022,TV-Y,24,"['comedy', 'family', 'fantasy', 'animation']",['US'],2.0,tt14786700,8.0,73.0,12.059,6.5
ts302664,Unknown Waters with Jeremy Wade,SHOW,Jeremy Wade travels the world’s most remote & unexplored rivers to search for the biggest & strangest creatures in their underwater worlds.,2021,,44,['documentation'],['GB'],1.0,tt17890420,8.4,10.0,1.716,
ts272834,America's Funniest Home Videos: Animal Edition,SHOW,"NatGeo meets America's Funniest Home Videos in an unlikely marriage that produces hilarious pets, awesome wildlife, and everything in between.  From the backyard to the savannah, we spend time with animals that make us laugh, gasp, and smile, providing us a unique mix of humor and wonder…all hosted by Alfonso Ribeiro.",2021,TV-PG,44,"['family', 'reality']",['US'],1.0,tt15758162,,,1.4,
ts312155,Star Wars Galaxy of Sounds,SHOW,"The series explores the ambience of a galaxy far, far away through themes such as wonder, excitement, oddities, and more. Be immersed in the hum of Coruscant at golden hour, listen to the light side of the Force as Rey connects to past Jedi, and observe booming lightsaber duels. Experience the nostalgic sounds of Star Wars from across the franchise.",2021,TV-PG,7,['scifi'],['US'],1.0,tt15517734,7.0,227.0,8.95,7.2
ts302359,Disney Presents Goofy in How to Stay at Home,SHOW,Leave it to Goofy to find the fun in staying home!,2021,TV-G,3,"['comedy', 'family', 'animation']",['US'],1.0,tt15118926,6.8,404.0,4.915,7.1
ts309765,Among the Stars,SHOW,"A six-part docuseries with fly on the wall access into the wider world of NASA, with cameras on Earth and in space. NASA astronaut Captain Chris Cassidy is on a quest to get back in his spacesuit for one last mission. This series follows Chris and the wider team who take on missions that risk life, limb and reputation for the greater good of humankind. Join them as their missions unfold.",2021,TV-PG,46,['documentation'],['US'],1.0,tt15428794,7.8,217.0,1.88,9.5
ts287664,Star Wars Vehicle Flythroughs,SHOW,"Get up-close-and-personal with some of the Star Wars films’ most iconic and beloved ships and vehicles as this charming series whisks you off for fly-through tours of the Galaxy Far, Far Away.",2021,TV-G,4,['scifi'],['US'],1.0,tt14578626,6.2,313.0,1.4,7.6
ts320493,Called to the Wild,SHOW,"A veterinarian, an engineer, and a trainer rely on their dogs in the wild.",2021,TV-PG,44,['reality'],['US'],1.0,,,,0.6,
ts296914,Storm Rising,SHOW,"A landmark series that packs an entire year's worth of the world most epic storms into one season. From tornadoes in March in the US to mudslides in December in Central America, we'll embed with storm chaser Reed Timmer and his team as he heads straight into Mother Nature's fury unraveling the world's most dangerous weather events as they are happening.",2021,,43,['documentation'],['US'],1.0,,,,6.969,8.0
ts270544,National Geographic Presents: IMPACT with Gal Gadot,SHOW,"Follow inspiring women living in communities marred by violence, poverty, trauma, discrimination, oppression and natural disasters, and yet, against all odds, dare to dream, stand out, speak up and lead.",2021,TV-14,13,['documentation'],['US'],1.0,tt14376656,5.3,87.0,1.4,
ts258072,Mickey Mouse Funhouse,SHOW,"Follows Funny, an enchanted talking playhouse who leads Mickey Mouse and his pals on imaginative adventures.",2021,TV-G,14,"['family', 'fantasy', 'romance', 'animation', 'comedy', 'action']",['US'],5.0,tt13262134,5.2,135.0,14.486,10.0
ts215481,Chip 'N' Dale: Park Life,SHOW,"The lovable chipmunk troublemakers in a non-verbal, classic style comedy, following the ups and downs of two little creatures living life in the big city.",2021,TV-G,22,"['comedy', 'family', 'animation']",['US'],1.0,tt10516496,5.7,343.0,13.84,6.7
ts284902,Earth Moods,SHOW,"The series takes viewers on the ultimate retreat—transporting them to a vast array of colorful and calming corners of the world. Viewers travel to blue glaciers, arid deserts, lush rainforests and pulsating metropolises to escape from the cacophony of everyday life.",2021,TV-G,30,['documentation'],['US'],1.0,tt14260676,8.0,158.0,1.4,8.5
ts320286,Meet Spidey and His Amazing Friends - shorts,SHOW,,2021,,5,[],['US'],1.0,,,,,
ts287745,Brain Games: On The Road,SHOW,"Brain Games out of the studio and on the road, giving average Americans the chance to test their brainpower as they take on friends and family in an epic battle of the brains.",2022,,22,['reality'],['US'],1.0,tt14673374,6.1,16.0,1.403,
ts229667,The Chicken Squad,SHOW,"A trio of young chicken siblings - and Captain Tully, a seasoned watchdog, who use teamwork and critical thinking skills to solve problems in the neighborhood and keep the peace in their backyard.",2021,TV-Y,14,"['comedy', 'family', 'animation']",['US'],1.0,tt11204188,4.8,118.0,8.776,
ts273004,Weekend Family,SHOW,"Chronicles the life of a new stepfamily that meets up every weekend. But when the father gets into a relationship with a new partner, the weekends take on a whole different turn.",2022,TV-PG,27,"['comedy', 'family']",['FR'],1.0,tt14502780,6.5,85.0,2.54,7.0
ts301923,The Hatcher Family Dairy,SHOW,"The Hatcher family continues to operate a 175-year-old dairy farm in College Grove, Tenn.",2021,,44,['documentation'],['US'],1.0,tt15058696,8.9,53.0,0.674,
ts271690,Race to the Center of the Earth,SHOW,Four teams of adventurers embark on a quest to sprint around the world on a challenging course in the hopes of beating the others to a buoy in the middle of the ocean on which is stashed a $1 million prize.,2021,TV-14,53,['reality'],['US'],1.0,tt10370752,6.4,200.0,1.4,
ts280067,Growing Up Animal,SHOW,"Follows the story of baby animals from their time in the womb to their first steps towards independence, showing their characteristics and tenacity.",2021,TV-G,2,['documentation'],['US'],1.0,tt13891272,8.3,94.0,3.339,7.0
ts321092,"Man, Woman, Dog",SHOW,"Humans and dogs have a long, intertwined history together. Through the eyes of each of them today, we can see the evolution of that relationship.",2021,,44,"['documentation', 'reality']",['US'],1.0,tt17793826,7.4,11.0,3.651,
ts285348,Kingdom of the Polar Bears,SHOW,The heartwarming tale of a mother polar bear as she introduces her two newborn cubs to their icy world for the first time.,2021,,44,['documentation'],['CA'],1.0,,,,1.183,
ts342942,Eye Wonder,SHOW,"Showcases the best magic, video illusions and trick videos. Featuring some of the most skilled digital magicians and illusionists including America’s Got Talent winner Shin Lim, The Slo Mo Guys and many more. Viewers will see everything from eye popping VFX Illusions, Tik Tricks, Sleight of Hand Cardistry, Slow Motion Action Clips and Card Throwing Trick Shots.",2021,TV-G,11,['reality'],['US'],1.0,,,,0.764,
ts293637,Disney's Magic Bake-Off,SHOW,"Splitting the kids between the ages of 6 and 14 into three teams of two, having them race against the clock to design a Disney-inspired cake, utilizing Tastemade's signature recipe videos and ""an enchanted pantry"" full of ingredient.",2021,TV-Y,46,"['family', 'reality']",['US'],1.0,tt14539670,5.7,66.0,1.643,8.0
ts328129,"Rise Up, Sing Out",SHOW,"Rise Up, Sing Out, that will consist of music-based shorts full of empowering messages about noticing and celebrating differences. The shorts are geared toward preschoolers and are designed to give parents a framework to start conversations about race and equality through music and relatable kid experiences.",2022,,2,['animation'],['US'],1.0,tt17544246,7.8,1282.0,1.403,
ts296175,Shark Attack Files,SHOW,Scientific experts research about the bizarre and fascinating shark behavior based on real footage captured by professionals and bystanders.,2021,TV-14,42,['documentation'],['US'],1.0,tt14811706,6.4,22.0,1.665,10.0
ts269588,Pixar Popcorn,SHOW,"A collection of mini shorts starring some of your favorite Pixar characters in all-new, bite size stories.",2021,TV-G,4,"['comedy', 'family', 'animation']",['US'],1.0,tt13634444,6.5,1932.0,11.805,7.4
ts273161,Foodtastic,SHOW,"Three teams of food artists transform iconic characters into extravagant masterpieces that tell a story from Disney's legendary IP. The food sculptures will be judged on their design, technical skills and narrative, and not by taste. Unused food from each competition will be donated to local food banks.",2021,TV-PG,42,['reality'],['US'],1.0,tt13644666,4.8,155.0,2.344,1.0
ts272675,Breaking Bobby Bones,SHOW,"Bobby Bones crisscrosses the country to meet everyday heroes who have extraordinary jobs, hobbies and abilities, welcoming him with open arms to give him a crash course in their specialized skills.",2021,TV-14,22,['documentation'],['US'],1.0,,,,1.4,
ts271728,The Wild Life of Dr. Ole,SHOW,"Dr. Ole Alcumbrac owns White Mountain Animal Hospital, a full-service animal clinic in Pinetop, Arizona, that cares for everything from cats and dogs to exotics and large animals. But this self-described 'wild man' isn't your typical veterinarian, and it's his work outside of the clinic that excites him most.",2021,TV-PG,44,"['documentation', 'reality']",['US'],1.0,tt14232200,8.4,19.0,1.4,
ts288962,Turning the Tables with Robin Roberts,SHOW,"Get personal with Robin Roberts and some of Hollywood’s groundbreaking women as they bear witness to their incredible journeys on their path to purpose. Each episode is a profound conversation filled with emotion and inspiration. Listen to never-before-heard stories of how these groundbreakers came face-to-face with their vulnerability, authenticity and intuition. Discover their commonalities and learn how their stories and experiences created room for expansion and evolution.",2021,,27,[],['US'],1.0,tt14598810,5.7,39.0,1.955,
ts313961,Vets on the Beach,SHOW,Four vets from across Australia come together to share their passion for animals.,2021,TV-PG,44,['documentation'],[],1.0,,,,1.96,
